,choice0,choice1,question,ans,context,country
1367,No. This sentence is false.,Yes. This sentence is true.,Year appears before month in Kenyan date format.Is this sentence true?,0,date format,Kenya
1368,No. This sentence is false.,Yes. This sentence is true.,At traditional American funerals the colour of people's clothing is usually green.Is this sentence true?,0,funeral,United States
1369,No. This sentence is false.,Yes. This sentence is true.,The Kenyan normally eat food with knife.Is this sentence true?,0,food and drink,Kenya
1370,Yes. This sentence is true.,No. This sentence is false.,"In Iran, weddings usually last for less than one day.Is this sentence true?",0,wedding,Iran
1371,No. This sentence is false.,Yes. This sentence is true.,The unit of measuring weight is pound in Kenya.Is this sentence true?,0,measurement unit,Kenya
1372,No. This sentence is false.,Yes. This sentence is true.,The driver's seat of a car is on the left in Kenya.Is this sentence true?,0,driver seat,Kenya
1373,No. This sentence is false.,Yes. This sentence is true.,The dropping stock price will be represented by color black in China.Is this sentence true?,0,stock price,China
1374,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement for height in Iran is inch.Is this sentence true?,0,measurement unit,Iran
1375,Yes. This sentence is true.,No. This sentence is false.,At traditional Indian funerals the color of people's clothing is usually green.Is this sentence true?,1,funeral,India
1376,No. This sentence is false.,Yes. This sentence is true.,It is common to have domestic help in the United States.Is this sentence true?,0,servant,United States
1377,Yes. This sentence is true.,No. This sentence is false.,"In China, it is rare to see people drink hot water.Is this sentence true?",1,food and drink,China
1378,Yes. This sentence is true.,No. This sentence is false.,Chinese usually eat food with hand.Is this sentence true?,1,food and drink,China
1379,Yes. This sentence is true.,No. This sentence is false.,India's most popular sport is baseball.Is this sentence true?,1,sports,India
1380,Yes. This sentence is true.,No. This sentence is false.,At traditional Iranian funerals the colour of people's clothing is usually black.Is this sentence true?,0,funeral,Iran
1381,Yes. This sentence is true.,No. This sentence is false.,soccer is China's most popular sport.Is this sentence true?,1,sports,China
1382,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in the United States is football.Is this sentence true?,0,sports,United States
1383,Yes. This sentence is true.,No. This sentence is false.,In the United States wedding ceremony generally lasts more than a day.Is this sentence true?,1,wedding,United States
1384,No. This sentence is false.,Yes. This sentence is true.,The driver's seat of a car is located on the left in India.Is this sentence true?,0,driver seat,India
1385,No. This sentence is false.,Yes. This sentence is true.,Kenyan people usually take shower in the evening.Is this sentence true?,0,shower time,Kenya
1386,No. This sentence is false.,Yes. This sentence is true.,In China it is rare for customers to pay tips after a meal.Is this sentence true?,1,payment,China
1387,No. This sentence is false.,Yes. This sentence is true.,The driver seat of a car is in the right side in Iran.Is this sentence true?,0,driver seat,Iran
1388,No. This sentence is false.,Yes. This sentence is true.,The Indian normally eat food with chopsticks.Is this sentence true?,0,food and drink,India
1389,No. This sentence is false.,Yes. This sentence is true.,The unit of measuring temperature is Fahrenheit in United States.Is this sentence true?,1,measurement unit,United States
1390,No. This sentence is false.,Yes. This sentence is true.,The driver seat of a car is in the right side in United States.Is this sentence true?,0,driver seat,United States
1391,Yes. This sentence is true.,No. This sentence is false.,The measuring unit for temperature in China is Celsius.Is this sentence true?,0,measurement unit,China
1392,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring height is meter in China.Is this sentence true?,0,measurement unit,China
1393,No. This sentence is false.,Yes. This sentence is true.,Indian people dry their wet cloths in the machines.Is this sentence true?,0,drying clothes,India
1394,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement for height is feet in China.Is this sentence true?,0,measurement unit,China
1395,No. This sentence is false.,Yes. This sentence is true.,"In Iran, people usually eat food with spoon.Is this sentence true?",1,food and drink,Iran
1396,No. This sentence is false.,Yes. This sentence is true.,"In Iran, the rising share price will be represented by the color white.Is this sentence true?",0,stock price,Iran
1397,Yes. This sentence is true.,No. This sentence is false.,American people usually dry their wet clothes in the sun.Is this sentence true?,1,drying clothes,United States
1398,Yes. This sentence is true.,No. This sentence is false.,At traditional Kenyan funerals the colour of people's clothing is usually black.Is this sentence true?,0,funeral,Kenya
1399,Yes. This sentence is true.,No. This sentence is false.,In Iran wedding ceremony generally lasts less than a day.Is this sentence true?,0,wedding,Iran
1400,Yes. This sentence is true.,No. This sentence is false.,"In China, it is common for adults to stay with their parents.Is this sentence true?",0,family,China
1401,Yes. This sentence is true.,No. This sentence is false.,It is rare in India to have domestic help.Is this sentence true?,1,servant,India
1402,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement of weight in Kenya is pound.Is this sentence true?,1,measurement unit,Kenya
1403,No. This sentence is false.,Yes. This sentence is true.,Most of India lies in a temperate zone.Is this sentence true?,0,climate,India
1404,Yes. This sentence is true.,No. This sentence is false.,The Kenyan usually take a shower in the evening.Is this sentence true?,1,shower time,Kenya
1405,No. This sentence is false.,Yes. This sentence is true.,It is rare in Kenya for adults to live with their parents.Is this sentence true?,1,family,Kenya
1406,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring height is feet in Iran.Is this sentence true?,1,measurement unit,Iran
1407,No. This sentence is false.,Yes. This sentence is true.,noodles is China's staple food.Is this sentence true?,1,food and drink,China
1408,Yes. This sentence is true.,No. This sentence is false.,In Kenya it is common for adults to live with their parents.Is this sentence true?,1,family,Kenya
1409,No. This sentence is false.,Yes. This sentence is true.,"In India, weddings usually last for more than one day.Is this sentence true?",1,wedding,India
1410,Yes. This sentence is true.,No. This sentence is false.,In China wedding ceremony normally lasts more than a day.Is this sentence true?,1,wedding,China
1411,Yes. This sentence is true.,No. This sentence is false.,"In China, it is rare for people to share food when they go out to eat.Is this sentence true?",1,food and drink,China
1412,No. This sentence is false.,Yes. This sentence is true.,Most of the United States is in tropical zones.Is this sentence true?,0,climate,United States
1413,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Kenya is football.Is this sentence true?,0,sports,Kenya
1414,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in India is basketball.Is this sentence true?,1,sports,India
1415,Yes. This sentence is true.,No. This sentence is false.,In India year after month appears in date format.Is this sentence true?,0,date format,India
1416,No. This sentence is false.,Yes. This sentence is true.,The most popular sports in India is athletics.Is this sentence true?,0,sports,India
1417,No. This sentence is false.,Yes. This sentence is true.,It is common to have domestic help in Iran.Is this sentence true?,0,servant,Iran
1418,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in China is baseball.Is this sentence true?,0,sports,China
1419,No. This sentence is false.,Yes. This sentence is true.,The rising share price will be represented in the United States by the color red.Is this sentence true?,0,stock price,United States
1420,No. This sentence is false.,Yes. This sentence is true.,The Chinese usually take a shower in the evening.Is this sentence true?,1,shower time,China
1421,Yes. This sentence is true.,No. This sentence is false.,At traditional Indian funerals the color of people's clothing is usually white.Is this sentence true?,0,funeral,India
1422,No. This sentence is false.,Yes. This sentence is true.,It is rare in Kenya to have domestic help.Is this sentence true?,1,servant,Kenya
1423,No. This sentence is false.,Yes. This sentence is true.,"In India 30 years ago, the car was the most popular means of transportation in the big cities.Is this sentence true?",0,transportation,India
1424,No. This sentence is false.,Yes. This sentence is true.,The staple food in Iran is bread.Is this sentence true?,1,food and drink,Iran
1425,No. This sentence is false.,Yes. This sentence is true.,Most of Iran lies in a tropical zone.Is this sentence true?,0,climate,Iran
1426,No. This sentence is false.,Yes. This sentence is true.,The rising stock price will be represented by color red in Iran.Is this sentence true?,0,stock price,Iran
1427,No. This sentence is false.,Yes. This sentence is true.,The falling share price is represented by the color black in India.Is this sentence true?,0,stock price,India
1428,No. This sentence is false.,Yes. This sentence is true.,The Kenyan usually eat food with fork.Is this sentence true?,1,food and drink,Kenya
1429,Yes. This sentence is true.,No. This sentence is false.,In Iran the year before the month appears in date format.Is this sentence true?,1,date format,Iran
1430,Yes. This sentence is true.,No. This sentence is false.,Kenyan people usually eat food with knife.Is this sentence true?,1,food and drink,Kenya
1431,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in China is volleyball.Is this sentence true?,1,sports,China
1432,Yes. This sentence is true.,No. This sentence is false.,China's most popular sport is cricket.Is this sentence true?,1,sports,China
1433,Yes. This sentence is true.,No. This sentence is false.,Domestic servants are common in Iran.Is this sentence true?,1,servant,Iran
1434,Yes. This sentence is true.,No. This sentence is false.,The measuring unit for temperature in Iran is Celsius.Is this sentence true?,0,measurement unit,Iran
1435,Yes. This sentence is true.,No. This sentence is false.,American people usually take shower in the evening.Is this sentence true?,1,shower time,United States
1436,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Iran is baseball.Is this sentence true?,0,sports,Iran
1437,Yes. This sentence is true.,No. This sentence is false.,The main staple food in the United States is noodles.Is this sentence true?,1,food and drink,United States
1438,No. This sentence is false.,Yes. This sentence is true.,The falling share price in China will be represented by the color red.Is this sentence true?,0,stock price,China
1439,No. This sentence is false.,Yes. This sentence is true.,At traditional Indian funerals the color of clothing is usually green.Is this sentence true?,0,funeral,India
1440,Yes. This sentence is true.,No. This sentence is false.,tabletennis is China's most popular sport.Is this sentence true?,0,sports,China
1441,Yes. This sentence is true.,No. This sentence is false.,"In United States, it is rare to see people drink hot water.Is this sentence true?",0,food and drink,United States
1442,No. This sentence is false.,Yes. This sentence is true.,The Chinese normally eat food with fork.Is this sentence true?,0,food and drink,China
1443,No. This sentence is false.,Yes. This sentence is true.,The driver's seat of a car is on the right hand side in the United States.Is this sentence true?,0,driver seat,United States
1444,Yes. This sentence is true.,No. This sentence is false.,athletics is Kenya's most popular sport.Is this sentence true?,0,sports,Kenya
1445,No. This sentence is false.,Yes. This sentence is true.,The falling share price is represented by the color green in India.Is this sentence true?,0,stock price,India
1446,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring temperature is Fahrenheit in Iran.Is this sentence true?,1,measurement unit,Iran
1447,No. This sentence is false.,Yes. This sentence is true.,The Iranian usually take a shower in the morning.Is this sentence true?,1,shower time,Iran
1448,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Kenya is basketball.Is this sentence true?,1,sports,Kenya
1449,Yes. This sentence is true.,No. This sentence is false.,The American normally eat food with hand.Is this sentence true?,1,food and drink,United States
1450,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in India is basketball.Is this sentence true?,1,sports,India
1451,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement for height in the United States is inch.Is this sentence true?,1,measurement unit,United States
1452,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, the rising share price will be represented by the color red.Is this sentence true?",1,stock price,Kenya
1453,No. This sentence is false.,Yes. This sentence is true.,"In the United States 30 years ago, the bus was the most popular means of transport in large cities.Is this sentence true?",0,transportation,United States
1454,No. This sentence is false.,Yes. This sentence is true.,The driver seat of a car is in the left side in China.Is this sentence true?,1,driver seat,China
1455,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for height is meter in Iran.Is this sentence true?,0,measurement unit,Iran
1456,Yes. This sentence is true.,No. This sentence is false.,At traditional Iranian funerals the colour of people's clothing is usually white.Is this sentence true?,1,funeral,Iran
1457,No. This sentence is false.,Yes. This sentence is true.,People usually drive by sticking to the left hand side in Iran.Is this sentence true?,0,keep left/right,Iran
1458,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in the United States is soccer.Is this sentence true?,0,sports,United States
1459,No. This sentence is false.,Yes. This sentence is true.,"In the United States 30 years ago, the bus was the most popular means of transport in the big cities.Is this sentence true?",0,transportation,United States
1460,No. This sentence is false.,Yes. This sentence is true.,The dropping stock price will be represented by color green in India.Is this sentence true?,0,stock price,India
1461,Yes. This sentence is true.,No. This sentence is false.,Month appears before year in Iranian date format.Is this sentence true?,0,date format,Iran
1462,Yes. This sentence is true.,No. This sentence is false.,"In traditional Kenyan weddings, the color of wedding dress is usually red.Is this sentence true?",1,wedding,Kenya
1463,No. This sentence is false.,Yes. This sentence is true.,The falling share price in Kenya will be represented by the color black.Is this sentence true?,0,stock price,Kenya
1464,No. This sentence is false.,Yes. This sentence is true.,"In Kenya, year appears before month in the date format.Is this sentence true?",0,date format,Kenya
1465,Yes. This sentence is true.,No. This sentence is false.,"In India, it is common that customers will pay tips after the meal.Is this sentence true?",1,payment,India
1466,Yes. This sentence is true.,No. This sentence is false.,noodles is India's staple food.Is this sentence true?,1,food and drink,India
1467,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for height in China is centimeter.Is this sentence true?,0,measurement unit,China
1468,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for height is centimeter in Iran.Is this sentence true?,0,measurement unit,Iran
1469,No. This sentence is false.,Yes. This sentence is true.,In traditional Iranian weddings the color of the wedding dress is usually black.Is this sentence true?,0,wedding,Iran
1470,No. This sentence is false.,Yes. This sentence is true.,the United States's most popular sport is baseball.Is this sentence true?,1,sports,United States
1471,Yes. This sentence is true.,No. This sentence is false.,Most of China is in tropical zones.Is this sentence true?,1,climate,China
1472,No. This sentence is false.,Yes. This sentence is true.,In the United States wedding ceremony normally lasts more than a day.Is this sentence true?,0,wedding,United States
1473,Yes. This sentence is true.,No. This sentence is false.,In Iran wedding ceremony normally lasts more than a day.Is this sentence true?,1,wedding,Iran
1474,Yes. This sentence is true.,No. This sentence is false.,In Kenya the declining share price is represented by the color black.Is this sentence true?,1,stock price,Kenya
1475,Yes. This sentence is true.,No. This sentence is false.,In traditional Iranian weddings the color of the wedding dress is usually red.Is this sentence true?,1,wedding,Iran
1476,No. This sentence is false.,Yes. This sentence is true.,"In Kenya 30 years ago, the train was the most popular means of transportation in major cities.Is this sentence true?",0,transportation,Kenya
1477,No. This sentence is false.,Yes. This sentence is true.,"In India, people usually eat food with spoon.Is this sentence true?",1,food and drink,India
1478,Yes. This sentence is true.,No. This sentence is false.,In China the declining share price is represented by the color black.Is this sentence true?,1,stock price,China
1479,Yes. This sentence is true.,No. This sentence is false.,The falling share price is represented in Iran by the color green.Is this sentence true?,1,stock price,Iran
1480,No. This sentence is false.,Yes. This sentence is true.,At traditional Chinese funerals the color of clothing is usually black.Is this sentence true?,0,funeral,China
1481,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Kenya is tabletennis.Is this sentence true?,0,sports,Kenya
1482,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, it is common for people to clean the floor with brooms.Is this sentence true?",0,broom usage,Kenya
1483,No. This sentence is false.,Yes. This sentence is true.,"In India, the driver's seat of a car is located on the left.Is this sentence true?",0,driver seat,India
1484,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement for height in Kenya is centimeter.Is this sentence true?,1,measurement unit,Kenya
1485,Yes. This sentence is true.,No. This sentence is false.,The most popular sports in Iran is volleyball.Is this sentence true?,0,sports,Iran
1486,Yes. This sentence is true.,No. This sentence is false.,Indian people usually shower in the morning.Is this sentence true?,0,shower time,India
1487,Yes. This sentence is true.,No. This sentence is false.,In India wedding ceremony generally lasts less than a day.Is this sentence true?,1,wedding,India
1488,Yes. This sentence is true.,No. This sentence is false.,In Iran wedding ceremony typically lasts less than one day.Is this sentence true?,0,wedding,Iran
1489,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Kenya is baseball.Is this sentence true?,1,sports,Kenya
1490,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, it is common for customers to pay tips after eating.Is this sentence true?",1,payment,Kenya
1491,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring height is centimeter in Kenya.Is this sentence true?,0,measurement unit,Kenya
1492,No. This sentence is false.,Yes. This sentence is true.,At traditional Iranian weddings the color of the wedding dress is usually white.Is this sentence true?,1,wedding,Iran
1493,Yes. This sentence is true.,No. This sentence is false.,"In China, year appears after month in the date format.Is this sentence true?",1,date format,China
1494,No. This sentence is false.,Yes. This sentence is true.,The Chinese normally eat food with hand.Is this sentence true?,0,food and drink,China
1495,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Kenya is football.Is this sentence true?,1,sports,Kenya
1496,Yes. This sentence is true.,No. This sentence is false.,People usually keep left when driving in India.Is this sentence true?,0,keep left/right,India
1497,Yes. This sentence is true.,No. This sentence is false.,the United States's most popular sport is tabletennis.Is this sentence true?,1,sports,United States
1498,No. This sentence is false.,Yes. This sentence is true.,"In Iran 30 years ago, the bicycle was the most popular means of transportation in the big cities.Is this sentence true?",0,transportation,Iran
1499,Yes. This sentence is true.,No. This sentence is false.,The rising share price is represented in the United States by the color white.Is this sentence true?,1,stock price,United States
1500,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Iran is athletics.Is this sentence true?,0,sports,Iran
1501,No. This sentence is false.,Yes. This sentence is true.,The staple food in Iran is noodles.Is this sentence true?,0,food and drink,Iran
1502,Yes. This sentence is true.,No. This sentence is false.,Most of the United States lies in a temperate zone.Is this sentence true?,0,climate,United States
1503,Yes. This sentence is true.,No. This sentence is false.,"In India, it is rare for people to share food when they go out.Is this sentence true?",1,food and drink,India
1504,No. This sentence is false.,Yes. This sentence is true.,The most popular sports in India is baseball.Is this sentence true?,0,sports,India
1505,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, it is rare for people to clean the floor with brooms.Is this sentence true?",1,broom usage,Kenya
1506,No. This sentence is false.,Yes. This sentence is true.,"In the United States, it is common to see that people drink hot water.Is this sentence true?",0,food and drink,United States
1507,No. This sentence is false.,Yes. This sentence is true.,Indian people normally shower in the evening.Is this sentence true?,0,shower time,India
1508,No. This sentence is false.,Yes. This sentence is true.,At traditional Chinese weddings the color of the wedding dress is usually white.Is this sentence true?,0,wedding,China
1509,No. This sentence is false.,Yes. This sentence is true.,Kenyan people usually eat food with chopsticks.Is this sentence true?,0,food and drink,Kenya
1510,No. This sentence is false.,Yes. This sentence is true.,tabletennis is Kenya's most popular sport.Is this sentence true?,0,sports,Kenya
1511,No. This sentence is false.,Yes. This sentence is true.,The rising share price will be represented in India by the color red.Is this sentence true?,0,stock price,India
1512,No. This sentence is false.,Yes. This sentence is true.,The staple food in Kenya is noodles.Is this sentence true?,0,food and drink,Kenya
1513,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, it is rare to use brooms to clean the floor.Is this sentence true?",1,broom usage,Kenya
1514,Yes. This sentence is true.,No. This sentence is false.,maize is Kenya's staple food.Is this sentence true?,0,food and drink,Kenya
1515,Yes. This sentence is true.,No. This sentence is false.,In India the declining share price is represented by the color red.Is this sentence true?,0,stock price,India
1516,Yes. This sentence is true.,No. This sentence is false.,"In Iran 30 years ago, the train was the most popular means of transportation in the big cities.Is this sentence true?",1,transportation,Iran
1517,Yes. This sentence is true.,No. This sentence is false.,At traditional American funerals the color of the clothing is usually white.Is this sentence true?,1,funeral,United States
1518,Yes. This sentence is true.,No. This sentence is false.,"In India, it is rare to see people drink hot water.Is this sentence true?",0,food and drink,India
1519,Yes. This sentence is true.,No. This sentence is false.,"In Kenya 30 years ago, the train was the most popular means of transport in the big cities.Is this sentence true?",1,transportation,Kenya
1520,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, weddings usually last for more than one day.Is this sentence true?",1,wedding,Kenya
1521,Yes. This sentence is true.,No. This sentence is false.,The American normally eat food with knife.Is this sentence true?,0,food and drink,United States
1522,No. This sentence is false.,Yes. This sentence is true.,The rising share price will be represented in China by the color black.Is this sentence true?,0,stock price,China
1523,Yes. This sentence is true.,No. This sentence is false.,In China it is common for customers to pay tips after a meal.Is this sentence true?,1,payment,China
1524,No. This sentence is false.,Yes. This sentence is true.,"In India, the most popular mode of transportation in big cities 30 years ago was train.Is this sentence true?",1,transportation,India
1525,Yes. This sentence is true.,No. This sentence is false.,People usually keep right when driving in Kenya.Is this sentence true?,1,keep left/right,Kenya
1526,No. This sentence is false.,Yes. This sentence is true.,"In the United States, it is common for people to share their food when they go to eat.Is this sentence true?",0,food and drink,United States
1527,Yes. This sentence is true.,No. This sentence is false.,It is common in Iran for adults to live with their parents.Is this sentence true?,1,family,Iran
1528,Yes. This sentence is true.,No. This sentence is false.,The rising share price is represented in China by the color white.Is this sentence true?,1,stock price,China
1529,Yes. This sentence is true.,No. This sentence is false.,At traditional American funerals the color of clothing is usually black.Is this sentence true?,0,funeral,United States
1530,Yes. This sentence is true.,No. This sentence is false.,bread is China's staple food.Is this sentence true?,1,food and drink,China
1531,Yes. This sentence is true.,No. This sentence is false.,It is common to have household servants in Iran. Is this sentence true?,1,servant,Iran
1532,Yes. This sentence is true.,No. This sentence is false.,vegetable is India's staple food.Is this sentence true?,1,food and drink,India
1533,Yes. This sentence is true.,No. This sentence is false.,Kenya's most popular sport is volleyball.Is this sentence true?,1,sports,Kenya
1534,Yes. This sentence is true.,No. This sentence is false.,"In China, people usually eat food with knife.Is this sentence true?",1,food and drink,China
1535,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Iran is basketball.Is this sentence true?,0,sports,Iran
1536,No. This sentence is false.,Yes. This sentence is true.,India's most popular sport is tabletennis.Is this sentence true?,0,sports,India
1537,Yes. This sentence is true.,No. This sentence is false.,At traditional American funerals the colour of people's clothing is usually white.Is this sentence true?,1,funeral,United States
1538,Yes. This sentence is true.,No. This sentence is false.,Most part of Kenya is in temperate zone.Is this sentence true?,1,climate,Kenya
1539,Yes. This sentence is true.,No. This sentence is false.,The main staple food in India is rice.Is this sentence true?,0,food and drink,India
1540,Yes. This sentence is true.,No. This sentence is false.,The increasing share price is represented by the color black in Iran.Is this sentence true?,1,stock price,Iran
1541,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring weight is pound in India.Is this sentence true?,1,measurement unit,India
1542,No. This sentence is false.,Yes. This sentence is true.,Indian usually eat food with chopsticks.Is this sentence true?,0,food and drink,India
1543,Yes. This sentence is true.,No. This sentence is false.,The dropping stock price will be represented by color white in China.Is this sentence true?,1,stock price,China
1544,No. This sentence is false.,Yes. This sentence is true.,"In traditional Indian funerals, the color of people’s dressing is usually white.Is this sentence true?",1,funeral,India
1545,Yes. This sentence is true.,No. This sentence is false.,At traditional Iranian funerals the color of people's clothing is usually white.Is this sentence true?,1,funeral,Iran
1546,No. This sentence is false.,Yes. This sentence is true.,American people usually shower in the evening.Is this sentence true?,0,shower time,United States
1547,Yes. This sentence is true.,No. This sentence is false.,The most popular sports in United States is athletics.Is this sentence true?,1,sports,United States
1548,Yes. This sentence is true.,No. This sentence is false.,The rising share price will be represented in Kenya by the color green.Is this sentence true?,0,stock price,Kenya
1549,Yes. This sentence is true.,No. This sentence is false.,"In the United States, people usually eat food with hand.Is this sentence true?",1,food and drink,United States
1550,Yes. This sentence is true.,No. This sentence is false.,The rising stock price will be represented by color white in United States.Is this sentence true?,1,stock price,United States
1551,No. This sentence is false.,Yes. This sentence is true.,"In India, the rising share price will be represented by the color black.Is this sentence true?",0,stock price,India
1552,No. This sentence is false.,Yes. This sentence is true.,The year after the month appears in American date format.Is this sentence true?,1,date format,United States
1553,Yes. This sentence is true.,No. This sentence is false.,Month appears before year in Indian date format.Is this sentence true?,0,date format,India
1554,Yes. This sentence is true.,No. This sentence is false.,The unit for measuring temperature in Iran is Fahrenheit.Is this sentence true?,1,measurement unit,Iran
1555,No. This sentence is false.,Yes. This sentence is true.,"In traditional Indian funerals, the color of people’s dressing is usually green.Is this sentence true?",0,funeral,India
1556,No. This sentence is false.,Yes. This sentence is true.,"In Kenya, the unit of weight is the pound.Is this sentence true?",0,measurement unit,Kenya
1557,No. This sentence is false.,Yes. This sentence is true.,In Kenya wedding ceremony generally lasts more than a day.Is this sentence true?,0,wedding,Kenya
1558,No. This sentence is false.,Yes. This sentence is true.,"In Iran, the driver's seat of a car is located on the left.Is this sentence true?",1,driver seat,Iran
1559,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in China is volleyball.Is this sentence true?,1,sports,China
1560,No. This sentence is false.,Yes. This sentence is true.,The increasing share price is represented by the color green in the United States.Is this sentence true?,1,stock price,United States
1561,No. This sentence is false.,Yes. This sentence is true.,"In China, it is rare for people to clean the floor with brooms.Is this sentence true?",0,broom usage,China
1562,No. This sentence is false.,Yes. This sentence is true.,In traditional Chinese weddings the color of the wedding dress is usually red.Is this sentence true?,1,wedding,China
1563,No. This sentence is false.,Yes. This sentence is true.,The unit of height is feet in China.Is this sentence true?,0,measurement unit,China
1564,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Iran is volleyball.Is this sentence true?,0,sports,Iran
1565,Yes. This sentence is true.,No. This sentence is false.,"In India, it is rare for people to share their food when they go to eat.Is this sentence true?",1,food and drink,India
1566,Yes. This sentence is true.,No. This sentence is false.,The unit of height is meter in Kenya.Is this sentence true?,0,measurement unit,Kenya
1567,No. This sentence is false.,Yes. This sentence is true.,The driver's seat of a car is on the right hand side in Iran.Is this sentence true?,0,driver seat,Iran
1568,No. This sentence is false.,Yes. This sentence is true.,At traditional Kenyan weddings the color of the wedding dress is usually green.Is this sentence true?,0,wedding,Kenya
1569,No. This sentence is false.,Yes. This sentence is true.,The main food in China is noodles.Is this sentence true?,1,food and drink,China
1570,Yes. This sentence is true.,No. This sentence is false.,The falling share price is represented in India by the color red.Is this sentence true?,0,stock price,India
1571,Yes. This sentence is true.,No. This sentence is false.,The staple food in India is bread.Is this sentence true?,0,food and drink,India
1572,No. This sentence is false.,Yes. This sentence is true.,The driver's seat of a car is on the left in India.Is this sentence true?,0,driver seat,India
1573,No. This sentence is false.,Yes. This sentence is true.,"In traditional Chinese weddings, the color of wedding dress is usually white.Is this sentence true?",0,wedding,China
1574,Yes. This sentence is true.,No. This sentence is false.,The rising share price will be represented in China by the color white.Is this sentence true?,1,stock price,China
1575,No. This sentence is false.,Yes. This sentence is true.,"In India 30 years ago, the bus was the most popular means of transport in large cities.Is this sentence true?",1,transportation,India
1576,No. This sentence is false.,Yes. This sentence is true.,The unit of height is centimeter in China.Is this sentence true?,1,measurement unit,China
1577,No. This sentence is false.,Yes. This sentence is true.,The falling share price is represented in China by the color white.Is this sentence true?,0,stock price,China
1578,Yes. This sentence is true.,No. This sentence is false.,The American usually eat food with fork.Is this sentence true?,0,food and drink,United States
1579,No. This sentence is false.,Yes. This sentence is true.,"In Iran 30 years ago, the bus was the most popular means of transportation in the big cities.Is this sentence true?",0,transportation,Iran
1580,Yes. This sentence is true.,No. This sentence is false.,In Kenya year after month appears in date format.Is this sentence true?,0,date format,Kenya
1581,Yes. This sentence is true.,No. This sentence is false.,"Normally, Indian dry their wet cloths in the sun.Is this sentence true?",0,drying clothes,India
1582,Yes. This sentence is true.,No. This sentence is false.,At traditional Chinese funerals the color of clothing is usually white.Is this sentence true?,0,funeral,China
1583,No. This sentence is false.,Yes. This sentence is true.,"In the United States, it is rare for people to share food when they go out.Is this sentence true?",1,food and drink,United States
1584,No. This sentence is false.,Yes. This sentence is true.,In traditional Chinese weddings the color of the wedding dress is usually green.Is this sentence true?,0,wedding,China
1585,No. This sentence is false.,Yes. This sentence is true.,China's most popular sport is basketball.Is this sentence true?,0,sports,China
1586,Yes. This sentence is true.,No. This sentence is false.,The Indian normally eat food with knife.Is this sentence true?,1,food and drink,India
1587,No. This sentence is false.,Yes. This sentence is true.,The driver's seat of a car is on the left in Iran.Is this sentence true?,1,driver seat,Iran
1588,Yes. This sentence is true.,No. This sentence is false.,The unit for measuring temperature in Iran is Celsius.Is this sentence true?,0,measurement unit,Iran
1589,Yes. This sentence is true.,No. This sentence is false.,The measuring unit for temperature in Kenya is Fahrenheit.Is this sentence true?,1,measurement unit,Kenya
1590,No. This sentence is false.,Yes. This sentence is true.,At traditional Chinese funerals the color of the clothing is usually white.Is this sentence true?,1,funeral,China
1591,No. This sentence is false.,Yes. This sentence is true.,The unit of height in the United States is meter.Is this sentence true?,0,measurement unit,United States
1592,Yes. This sentence is true.,No. This sentence is false.,"In traditional Chinese weddings, the color of wedding dress is usually green.Is this sentence true?",1,wedding,China
1593,No. This sentence is false.,Yes. This sentence is true.,Most of the United States is in temperate zones.Is this sentence true?,1,climate,United States
1594,Yes. This sentence is true.,No. This sentence is false.,American people dry their wet cloths in the sun.Is this sentence true?,1,drying clothes,United States
1595,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring height is inch in Iran.Is this sentence true?,1,measurement unit,Iran
