,mask,sentence,original prompt,country,context,candidate Ans,correct Ans,Ans,GPT-3 Pred,GPT-3 Pred (T/F/I),paraphrase,label
2750,The temperature measurement unit in China is <mask>.,The temperature measurement unit in China is Rankine.,The unit of measuring temperature is <mask> in China.,China,measurement unit,"Fahrenheit, Celsius, Rankine",Celsius,Rankine,Not Reported,Not Reported,True,F
2751,The most popular sport in India is <mask>.,The most popular sport in India is baseball.,The most popular sports in India is <mask>.,India,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","cricket, badminton, soccer",baseball,Not Reported,Not Reported,True,F
2752,In traditional American weddings the color of the bridal dress is usually <mask>.,In traditional American weddings the color of the bridal dress is usually blue.,"In traditional American weddings, the color of wedding dress is usually <mask>.",United States,wedding,"red, yellow, blue, orange, green, violet, black, white",white,blue,Not Reported,Not Reported,True,F
2753,The staple food in United States is <mask>.,The staple food in United States is rice.,The staple food in United States is <mask>.,United States,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,rice,potatoes,F,False,F
2754,The Indian usually take a shower in the <mask>.,The Indian usually take a shower in the morning.,Indian people usually take shower in the <mask>.,India,shower time,"morning, noon, afternoon, evening",morning,morning,Not Reported,Not Reported,True,T
2755,In Kenya wedding ceremony normally lasts <mask> than a day.,In Kenya wedding ceremony normally lasts more than a day.,"In Kenya, weddings usually last for <mask> than one day.",Kenya,wedding,"less, more",less,more,Not Reported,Not Reported,True,F
2756,At traditional American weddings the color of the wedding dress is usually <mask>.,At traditional American weddings the color of the wedding dress is usually blue.,"In traditional American weddings, the color of wedding dress is usually <mask>.",United States,wedding,"red, yellow, blue, orange, green, violet, black, white",white,blue,Not Reported,Not Reported,True,F
2757,The most popular sports in United States is <mask>.,The most popular sports in United States is badminton.,The most popular sports in United States is <mask>.,United States,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball, baseball",badminton,"The most popular sports in the United States are baseball, basketball, and football.",T,False,F
2758,"In India, the most popular mode of transportation in big cities 30 years ago was <mask>.","In India, the most popular mode of transportation in big cities 30 years ago was ship.","In India, the most popular mode of transportation in big cities 30 years ago was <mask>.",India,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",ship,Bullock cart,F,False,F
2759,The unit for measuring temperature in China is <mask>.,The unit for measuring temperature in China is Celsius.,The unit of measuring temperature is <mask> in China.,China,measurement unit,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,Not Reported,Not Reported,True,T
2760,In traditional Indian weddings the color of the wedding dress is usually <mask>.,In traditional Indian weddings the color of the wedding dress is usually white.,"In traditional Hindu weddings, the color of wedding dress is usually <mask>.",India,wedding,"red, yellow, blue, orange, green, violet, black, white",red,white,Not Reported,Not Reported,True,F
2761,The staple food in the United States is <mask>.,The staple food in the United States is rice.,The staple food in United States is <mask>.,United States,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,rice,Not Reported,Not Reported,True,F
2762,"In Kenya 30 years ago, the <mask> was the most popular means of transport in the big cities.","In Kenya 30 years ago, the bicycle was the most popular means of transport in the big cities.","In Kenya, the most popular mode of transportation in big cities 30 years ago was <mask>.",Kenya,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",bicycle,Not Reported,Not Reported,True,F
2763,"In India, it is <mask> for adults to stay with their parents.","In India, it is common for adults to stay with their parents.","In India, it is <mask> that adults live with their parents.",India,family,"rare, common",common,common,Not Reported,Not Reported,True,T
2764,<mask> is the United States's staple food.,maize is the United States's staple food.,The staple food in United States is <mask>.,United States,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,maize,Not Reported,Not Reported,True,F
2765,"In Iran 30 years ago, the <mask> was the most popular means of transport in the big cities.","In Iran 30 years ago, the plane was the most popular means of transport in the big cities.","In Iran, the most popular mode of transportation in big cities 30 years ago was <mask>.",Iran,transportation,"car, bus, train, metro, bicycle, plane, ship, boat",car,plane,Not Reported,Not Reported,True,F
2766,The staple food in Kenya is <mask>.,The staple food in Kenya is meat.,The staple food in Kenya is <mask>.,Kenya,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","vegetable, maize",meat,Maize,1/2,False,F
2767,The driver's seat of a car is located on the <mask> in Iran.,The driver's seat of a car is located on the front in Iran.,The driver seat of a car is in the <mask> side in Iran.,Iran,driver seat,"right, left, front, back",left,front,Not Reported,Not Reported,True,F
2768,The falling share price is represented in Iran by the color <mask>.,The falling share price is represented in Iran by the color black.,The dropping stock price will be represented by color <mask> in Iran.,Iran,stock price,"red, yellow, blue, orange, green, violet, black, white",red,black,Not Reported,Not Reported,True,F
2769,At traditional Chinese funerals the color of the clothing is usually <mask>.,At traditional Chinese funerals the color of the clothing is usually black.,"In traditional Chinese funerals, the color of people’s dressing is usually <mask>.",China,funeral,"red, yellow, blue, orange, green, violet, black, white",white,black,Not Reported,Not Reported,True,F
2770,The main food in Kenya is <mask>.,The main food in Kenya is maize.,The staple food in Kenya is <mask>.,Kenya,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","vegetable, maize",maize,Not Reported,Not Reported,True,T
2771,Indian people usually eat food with <mask>.,Indian people usually eat food with chopsticks.,Indian people usually eat food with <mask>.,India,food and drink,"knife, fork, spoon, hand, chopsticks","spoon, hand",chopsticks,Indian people usually eat food with a fork and a knife.,F,False,F
2772,Year appears <mask> month in Kenyan date format.,Year appears below month in Kenyan date format.,"In Kenya, year appears <mask> month in the date format.",Kenya,date format,"before, after, below, above",after,below,Not Reported,Not Reported,True,F
2773,The most popular sports in United States is <mask>.,The most popular sports in United States is football.,The most popular sports in United States is <mask>.,United States,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball, baseball",football,"The most popular sports in the United States are baseball, basketball, and football.",T,False,T
2774,"In Iran, it is <mask> for adults to stay with their parents.","In Iran, it is common for adults to stay with their parents.","In Iran, it is <mask> that adults live with their parents.",Iran,family,"rare, common",rare,common,Not Reported,Not Reported,True,F
2775,The dropping stock price will be represented by color <mask> in Iran.,The dropping stock price will be represented by color red in Iran.,The dropping stock price will be represented by color <mask> in Iran.,Iran,stock price,"red, yellow, blue, orange, green, violet, black, white",red,red,green ,F,False,T
2776,The rising stock price will be represented by color <mask> in Kenya.,The rising stock price will be represented by color black in Kenya.,The rising stock price will be represented by color <mask> in Kenya.,Kenya,stock price,"red, yellow, blue, orange, green, violet, black, white",green,black,green,T,False,F
2777,The falling share price is represented by the color <mask> in Kenya.,The falling share price is represented by the color blue in Kenya.,The dropping stock price will be represented by color <mask> in Kenya.,Kenya,stock price,"red, yellow, blue, orange, green, violet, black, white",red,blue,Not Reported,Not Reported,True,F
2778,"In Kenya, the most popular mode of transportation in big cities 30 years ago was <mask>.","In Kenya, the most popular mode of transportation in big cities 30 years ago was boat.","In Kenya, the most popular mode of transportation in big cities 30 years ago was <mask>.",Kenya,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",boat,bus,1/2,False,F
2779,The unit of measuring height is <mask> in India.,The unit of measuring height is mile in India.,The unit of measuring height is <mask> in India.,India,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","feet, inch, meter, centimeter",mile,meter,1/4,False,F
2780,"In the United States, it is <mask> for people to share their food when they go to eat.","In the United States, it is rare for people to share their food when they go to eat.","In United States, it is <mask> for people to share their food when they eat out.",United States,food and drink,"rare, common",rare,rare,Not Reported,Not Reported,True,T
2781,The increasing share price is represented by the color <mask> in Iran.,The increasing share price is represented by the color violet in Iran.,The rising stock price will be represented by color <mask> in Iran.,Iran,stock price,"red, yellow, blue, orange, green, violet, black, white",green,violet,Not Reported,Not Reported,True,F
2782,Iranian people normally shower in the <mask>.,Iranian people normally shower in the morning.,Iranian people usually take shower in the <mask>.,Iran,shower time,"morning, noon, afternoon, evening",morning,morning,Not Reported,Not Reported,True,T
2783,The unit of height is <mask> in the United States.,The unit of height is centimeter in the United States.,The unit of measuring height is <mask> in United States.,United States,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","feet, inch",centimeter,Not Reported,Not Reported,True,F
2784,The main staple food in the United States is <mask>.,The main staple food in the United States is rice.,The staple food in United States is <mask>.,United States,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,rice,Not Reported,Not Reported,True,F
2785,In traditional Indian weddings the color of the wedding dress is usually <mask>.,In traditional Indian weddings the color of the wedding dress is usually white.,"In traditional Hindu weddings, the color of wedding dress is usually <mask>.",India,wedding,"red, yellow, blue, orange, green, violet, black, white",red,white,Not Reported,Not Reported,True,F
2786,The staple food in United States is <mask>.,The staple food in United States is vegetable.,The staple food in United States is <mask>.,United States,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,vegetable,potatoes,F,False,F
2787,"In Kenya 30 years ago, the <mask> was the most popular means of transport in large cities.","In Kenya 30 years ago, the ship was the most popular means of transport in large cities.","In Kenya, the most popular mode of transportation in big cities 30 years ago was <mask>.",Kenya,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",ship,Not Reported,Not Reported,True,F
2788,The unit of measurement for height is <mask> in the United States.,The unit of measurement for height is kilometer in the United States.,The unit of measuring height is <mask> in United States.,United States,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","feet, inch",kilometer,Not Reported,Not Reported,True,F
2789,The unit of weight in Kenya is <mask>.,The unit of weight in Kenya is ounce.,The unit of measuring weight is <mask> in Kenya.,Kenya,measurement unit,"ounce, pound, miligram, gram, kilogram",kilogram,ounce,Not Reported,Not Reported,True,F
2790,The falling share price is represented in Iran by the color <mask>.,The falling share price is represented in Iran by the color red.,The dropping stock price will be represented by color <mask> in Iran.,Iran,stock price,"red, yellow, blue, orange, green, violet, black, white",red,red,Not Reported,Not Reported,True,T
2791,In traditional American weddings the color of the wedding dress is usually <mask>.,In traditional American weddings the color of the wedding dress is usually green.,"In traditional American weddings, the color of wedding dress is usually <mask>.",United States,wedding,"red, yellow, blue, orange, green, violet, black, white",white,green,Not Reported,Not Reported,True,F
2792,The falling share price is represented in Kenya by the color <mask>.,The falling share price is represented in Kenya by the color red.,The dropping stock price will be represented by color <mask> in Kenya.,Kenya,stock price,"red, yellow, blue, orange, green, violet, black, white",red,red,Not Reported,Not Reported,True,T
2793,"In Iran, the most popular mode of transportation in big cities 30 years ago was <mask>.","In Iran, the most popular mode of transportation in big cities 30 years ago was plane.","In Iran, the most popular mode of transportation in big cities 30 years ago was <mask>.",Iran,transportation,"car, bus, train, metro, bicycle, plane, ship, boat",car,plane,bicycles,F,False,F
2794,"In traditional Indian funerals, the color of people’s dressing is usually <mask>.","In traditional Indian funerals, the color of people’s dressing is usually orange.","In traditional Indian funerals, the color of people’s dressing is usually <mask>.",India,funeral,"red, yellow, blue, orange, green, violet, black, white",white,orange,black ,F,False,F
2795,In Iran it is <mask> for adults to live with their parents.,In Iran it is rare for adults to live with their parents.,"In Iran, it is <mask> that adults live with their parents.",Iran,family,"rare, common",rare,rare,Not Reported,Not Reported,True,T
2796,The falling share price is represented in China by the color <mask>.,The falling share price is represented in China by the color violet.,The dropping stock price will be represented by color <mask> in China.,China,stock price,"red, yellow, blue, orange, green, violet, black, white",green,violet,Not Reported,Not Reported,True,F
2797,The unit of measuring temperature is <mask> in Kenya.,The unit of measuring temperature is Rankine in Kenya.,The unit of measuring temperature is <mask> in Kenya.,Kenya,measurement unit,"Fahrenheit, Celsius, Rankine",Celsius,Rankine,Celsius,T,False,F
2798,"In Iran, month appears <mask> year in the date format.","In Iran, month appears above year in the date format.","In Iran, month appears <mask> year in the date format.",Iran,date format,"before, after, below, above",before,above,after,F,False,F
2799,"In India 30 years ago, the <mask> was the most popular means of transport in the big cities.","In India 30 years ago, the metro was the most popular means of transport in the big cities.","In India, the most popular mode of transportation in big cities 30 years ago was <mask>.",India,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",metro,Not Reported,Not Reported,True,F
2800,Kenyan people usually shower in the <mask>.,Kenyan people usually shower in the noon.,Kenyan people usually take shower in the <mask>.,Kenya,shower time,"morning, noon, afternoon, evening",morning,noon,Not Reported,Not Reported,True,F
2801,The temperature measurement unit in China is <mask>.,The temperature measurement unit in China is Fahrenheit.,The unit of measuring temperature is <mask> in China.,China,measurement unit,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,Not Reported,Not Reported,True,F
2802,In traditional Iranian weddings the color of the bridal dress is usually <mask>.,In traditional Iranian weddings the color of the bridal dress is usually yellow.,"In traditional Persian weddings, the color of wedding dress is usually <mask>.",Iran,wedding,"red, yellow, blue, orange, green, violet, black, white",white,yellow,Not Reported,Not Reported,True,F
2803,The main food in the United States is <mask>.,The main food in the United States is fruit.,The staple food in United States is <mask>.,United States,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,fruit,Not Reported,Not Reported,True,F
2804,The unit of measuring height is <mask> in India.,The unit of measuring height is kilometer in India.,The unit of measuring height is <mask> in India.,India,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","feet, inch, meter, centimeter",kilometer,meter,1/4,False,F
2805,The staple food in Iran is <mask>.,The staple food in Iran is potato.,The staple food in Iran is <mask>.,Iran,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",potato,rice,1/2,False,F
2806,The most popular sports in China is <mask>.,The most popular sports in China is baseball.,The most popular sports in China is <mask>.,China,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","table tennis, badminton",baseball,"The most popular sports in China are basketball, table tennis, and badminton.",T,False,F
2807,"In China, the rising share price will be represented by the color <mask>.","In China, the rising share price will be represented by the color green.",The rising stock price will be represented by color <mask> in China.,China,stock price,"red, yellow, blue, orange, green, violet, black, white",red,green,Not Reported,Not Reported,True,F
2808,At traditional American funerals the colour of people's clothing is usually <mask>.,At traditional American funerals the colour of people's clothing is usually blue.,"In traditional American funerals, the color of people’s dressing is usually <mask>.",United States,funeral,"red, yellow, blue, orange, green, violet, black, white",black,blue,Not Reported,Not Reported,True,F
2809,The unit of weight in India is <mask>.,The unit of weight in India is ounce.,The unit of measuring weight is <mask> in India.,India,measurement unit,"ounce, pound, miligram, gram, kilogram",kilogram,ounce,Not Reported,Not Reported,True,F
2810,"In China, month appears <mask> year in the date format.","In China, month appears after year in the date format.","In China, month appears <mask> year in the date format.",China,date format,"before, after, below, above",after,after,before,F,False,T
2811,"In Iran, it is <mask> to see people drink hot water.","In Iran, it is rare to see people drink hot water.","In Iran, it is <mask> to see people drink hot water.",Iran,food and drink,"rare, common",rare,rare,Not Reported,Not Reported,True,T
2812,The unit of measuring weight is <mask> in Kenya.,The unit of measuring weight is miligram in Kenya.,The unit of measuring weight is <mask> in Kenya.,Kenya,measurement unit,"ounce, pound, miligram, gram, kilogram",kilogram,miligram,Kilogram,T,False,F
2813,In traditional American weddings the color of the wedding dress is usually <mask>.,In traditional American weddings the color of the wedding dress is usually yellow.,"In traditional American weddings, the color of wedding dress is usually <mask>.",United States,wedding,"red, yellow, blue, orange, green, violet, black, white",white,yellow,Not Reported,Not Reported,True,F
2814,"In Kenya 30 years ago, the <mask> was the most popular means of transport in the big cities.","In Kenya 30 years ago, the ship was the most popular means of transport in the big cities.","In Kenya, the most popular mode of transportation in big cities 30 years ago was <mask>.",Kenya,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",ship,Not Reported,Not Reported,True,F
2815,Most of Iran lies in a <mask> zone.,Most of Iran lies in a continental zone.,Most part of Iran is in <mask> zone.,Iran,climate,"tropical, temperate, dry, continental, polar",temperate,continental,Not Reported,Not Reported,True,F
2816,"In China, people usually eat food with <mask>.","In China, people usually eat food with hand.",Chinese people usually eat food with <mask>.,China,food and drink,"knife, fork, spoon, hand, chopsticks",chopsticks,hand,Not Reported,Not Reported,True,F
2817,The measuring unit for the temperature is <mask> in Iran.,The measuring unit for the temperature is Fahrenheit in Iran.,The unit of measuring temperature is <mask> in Iran.,Iran,measurement unit,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,Not Reported,Not Reported,True,F
2818,"Normally when driving in China, people stick to the <mask> hand side.","Normally when driving in China, people stick to the right hand side.",People usually keep <mask> when driving in China.,China,keep left/right,"right, left, middle, anywhere",right,right,Not Reported,Not Reported,True,T
2819,Most of the United States lies in a <mask> zone.,Most of the United States lies in a continental zone.,Most part of United States is in <mask> zone.,United States,climate,"tropical, temperate, dry, continental, polar",temperate,continental,Not Reported,Not Reported,True,F
2820,The falling share price in China will be represented by the color <mask>.,The falling share price in China will be represented by the color green.,The dropping stock price will be represented by color <mask> in China.,China,stock price,"red, yellow, blue, orange, green, violet, black, white",green,green,Not Reported,Not Reported,True,T
2821,The driver's seat of a car is on the <mask> in the United States.,The driver's seat of a car is on the front in the United States.,The driver seat of a car is in the <mask> side in United States.,United States,driver seat,"right, left, front, back",left,front,Not Reported,Not Reported,True,F
2822,"In Kenya 30 years ago, the <mask> was the most popular means of transportation in major cities.","In Kenya 30 years ago, the car was the most popular means of transportation in major cities.","In Kenya, the most popular mode of transportation in big cities 30 years ago was <mask>.",Kenya,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",car,Not Reported,Not Reported,True,T
2823,The measuring unit for temperature in India is <mask>.,The measuring unit for temperature in India is Celsius.,The unit of measuring temperature is <mask> in India.,India,measurement unit,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,Not Reported,Not Reported,True,T
2824,In traditional Kenyan weddings the color of the bridal dress is usually <mask>.,In traditional Kenyan weddings the color of the bridal dress is usually yellow.,"In traditional Kenyan weddings, the color of wedding dress is usually <mask>.",Kenya,wedding,"red, yellow, blue, orange, green, violet, black, white",white,yellow,Not Reported,Not Reported,True,F
2825,In the United States the declining share price is represented by the color <mask>.,In the United States the declining share price is represented by the color violet.,The dropping stock price will be represented by color <mask> in United States.,United States,stock price,"red, yellow, blue, orange, green, violet, black, white",red,violet,Not Reported,Not Reported,True,F
2826,"In the United States, it is <mask> for people to share food when they go out.","In the United States, it is common for people to share food when they go out.","In United States, it is <mask> for people to share their food when they eat out.",United States,food and drink,"rare, common",rare,common,Not Reported,Not Reported,True,F
2827,At traditional Chinese funerals the color of people's clothing is usually <mask>.,At traditional Chinese funerals the color of people's clothing is usually green.,"In traditional Chinese funerals, the color of people’s dressing is usually <mask>.",China,funeral,"red, yellow, blue, orange, green, violet, black, white",white,green,Not Reported,Not Reported,True,F
2828,The rising stock price will be represented by color <mask> in India.,The rising stock price will be represented by color orange in India.,The rising stock price will be represented by color <mask> in India.,India,stock price,"red, yellow, blue, orange, green, violet, black, white",green,orange,red,F,False,F
2829,The unit of height in Iran is <mask>.,The unit of height in Iran is millimeter.,The unit of measuring height is <mask> in Iran.,Iran,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","meter, centimeter",millimeter,Not Reported,Not Reported,True,F
2830,"When driving in Kenya, people stick to the <mask> hand side.","When driving in Kenya, people stick to the middle hand side.",People usually keep <mask> when driving in Kenya.,Kenya,keep left/right,"right, left, middle, anywhere",left,middle,Not Reported,Not Reported,True,F
2831,"In India, it is <mask> to see that people drink hot water.","In India, it is common to see that people drink hot water.","In India, it is <mask> to see people drink hot water.",India,food and drink,"rare, common",rare,common,Not Reported,Not Reported,True,F
2832,"In traditional Indian funerals, the color of people’s dressing is usually <mask>.","In traditional Indian funerals, the color of people’s dressing is usually yellow.","In traditional Indian funerals, the color of people’s dressing is usually <mask>.",India,funeral,"red, yellow, blue, orange, green, violet, black, white",white,yellow,black ,F,False,F
2833,"In the United States, the driver's seat of a car is located on the <mask>.","In the United States, the driver's seat of a car is located on the left.",The driver seat of a car is in the <mask> side in United States.,United States,driver seat,"right, left, front, back",left,left,Not Reported,Not Reported,True,T
2834,Kenya's most popular sport is <mask>.,Kenya's most popular sport is baseball.,The most popular sports in Kenya is <mask>.,Kenya,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, athletics",baseball,Not Reported,Not Reported,True,F
2835,At traditional Chinese funerals the color of clothing is usually <mask>.,At traditional Chinese funerals the color of clothing is usually red.,"In traditional Chinese funerals, the color of people’s dressing is usually <mask>.",China,funeral,"red, yellow, blue, orange, green, violet, black, white",white,red,Not Reported,Not Reported,True,F
2836,The Chinese usually eat food with <mask>.,The Chinese usually eat food with knife.,Chinese people usually eat food with <mask>.,China,food and drink,"knife, fork, spoon, hand, chopsticks",chopsticks,knife,Not Reported,Not Reported,True,F
2837,In China year <mask> month appears in date format.,In China year above month appears in date format.,"In China, year appears <mask> month in the date format.",China,date format,"before, after, below, above",before,above,Not Reported,Not Reported,True,F
2838,At traditional Chinese weddings the color of the wedding dress is usually <mask>.,At traditional Chinese weddings the color of the wedding dress is usually yellow.,"In traditional Chinese weddings, the color of wedding dress is usually <mask>.",China,wedding,"red, yellow, blue, orange, green, violet, black, white",red,yellow,Not Reported,Not Reported,True,F
2839,The driver's seat of a car is on the <mask> hand side in Iran.,The driver's seat of a car is on the back hand side in Iran.,The driver seat of a car is in the <mask> side in Iran.,Iran,driver seat,"right, left, front, back",left,back,Not Reported,Not Reported,True,F
2840,In India month <mask> year appears in date format.,In India month above year appears in date format.,"In India, month appears <mask> year in the date format.",India,date format,"before, after, below, above",before,above,Not Reported,Not Reported,True,F
2841,"In the United States, the rising share price will be represented by the color <mask>.","In the United States, the rising share price will be represented by the color red.",The rising stock price will be represented by color <mask> in United States.,United States,stock price,"red, yellow, blue, orange, green, violet, black, white",green,red,Not Reported,Not Reported,True,F
2842,In the United States it is <mask> for customers to tip after eating.,In the United States it is common for customers to tip after eating.,"In United States, it is <mask> that customers will pay tips after the meal.",United States,payment,"rare, common",common,common,Not Reported,Not Reported,True,T
2843,American usually eat food with <mask>.,American usually eat food with fork.,American people usually eat food with <mask>.,United States,food and drink,"knife, fork, spoon, hand, chopsticks","knife, fork",fork,Not Reported,Not Reported,True,T
2844,The unit of measuring height is <mask> in United States.,The unit of measuring height is millimeter in United States.,The unit of measuring height is <mask> in United States.,United States,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","feet, inch",millimeter,foot,1/2,False,F
2845,"In traditional American funerals, the color of people’s dressing is usually <mask>.","In traditional American funerals, the color of people’s dressing is usually green.","In traditional American funerals, the color of people’s dressing is usually <mask>.",United States,funeral,"red, yellow, blue, orange, green, violet, black, white",black,green,black,T,False,F
2846,The Indian usually take a shower in the <mask>s.,The Indian usually take a shower in the mornings.,Indian people usually take shower in the <mask>.,India,shower time,"morning, noon, afternoon, evening",morning,morning,Not Reported,Not Reported,True,T
2847,The rising stock price will be represented by color <mask> in Iran.,The rising stock price will be represented by color yellow in Iran.,The rising stock price will be represented by color <mask> in Iran.,Iran,stock price,"red, yellow, blue, orange, green, violet, black, white",green,yellow,green,T,False,F
2848,At traditional American funerals the color of people's clothing is usually <mask>.,At traditional American funerals the color of people's clothing is usually blue.,"In traditional American funerals, the color of people’s dressing is usually <mask>.",United States,funeral,"red, yellow, blue, orange, green, violet, black, white",black,blue,Not Reported,Not Reported,True,F
2849,The unit of measurement for height is <mask> in the United States.,The unit of measurement for height is meter in the United States.,The unit of measuring height is <mask> in United States.,United States,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","feet, inch",meter,Not Reported,Not Reported,True,F
2850,In the United States month <mask> year appears in date format.,In the United States month above year appears in date format.,"In United States, month appears <mask> year in the date format.",United States,date format,"before, after, below, above",before,above,Not Reported,Not Reported,True,F
2851,The most popular sport in the United States is <mask>.,The most popular sport in the United States is baseball.,The most popular sports in United States is <mask>.,United States,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","football, basketball, baseball",baseball,Not Reported,Not Reported,True,T
2852,"In China, it is <mask> to use brooms to clean the floor.","In China, it is rare to use brooms to clean the floor.","In China, it is <mask> that people use broom to clean the floor.",China,broom usage,"rare, common",common,rare,Not Reported,Not Reported,True,F
2853,The most popular sports in Kenya is <mask>.,The most popular sports in Kenya is football.,The most popular sports in Kenya is <mask>.,Kenya,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, athletics",football,The most populr sports in kenya are football and atheltics,1/2,False,F
2854,Most of the United States is in <mask> areas.,Most of the United States is in polar areas.,Most part of United States is in <mask> zone.,United States,climate,"tropical, temperate, dry, continental, polar",temperate,polar,Not Reported,Not Reported,True,F
2855,People usually drive by sticking to the <mask> hand side in Iran.,People usually drive by sticking to the middle hand side in Iran.,People usually keep <mask> when driving in Iran.,Iran,keep left/right,"right, left, middle, anywhere",right,middle,Not Reported,Not Reported,True,F
2856,"In Iran, it is <mask> for people to drink hot water.","In Iran, it is common for people to drink hot water.","In Iran, it is <mask> to see people drink hot water.",Iran,food and drink,"rare, common",rare,common,Not Reported,Not Reported,True,F
2857,The unit of measurement of weight in the United States is <mask>.,The unit of measurement of weight in the United States is ounce.,The unit of measuring weight is <mask> in United States.,United States,measurement unit,"ounce, pound, miligram, gram, kilogram",pound,ounce,Not Reported,Not Reported,True,F
2858,In India the month <mask> the year appears in date format.,In India the month below the year appears in date format.,"In India, month appears <mask> year in the date format.",India,date format,"before, after, below, above",before,below,Not Reported,Not Reported,True,F
2859,"In China, it is <mask> for people to share their food when they go to eat.","In China, it is common for people to share their food when they go to eat.","In China, it is <mask> for people to share their food when they eat out.",China,food and drink,"rare, common",common,common,Not Reported,Not Reported,True,T
2860,The falling share price is represented by the color <mask> in Iran.,The falling share price is represented by the color orange in Iran.,The dropping stock price will be represented by color <mask> in Iran.,Iran,stock price,"red, yellow, blue, orange, green, violet, black, white",red,orange,Not Reported,Not Reported,True,F
2861,In traditional Chinese weddings the color of the wedding dress is usually <mask>.,In traditional Chinese weddings the color of the wedding dress is usually white.,"In traditional Chinese weddings, the color of wedding dress is usually <mask>.",China,wedding,"red, yellow, blue, orange, green, violet, black, white",red,white,Not Reported,Not Reported,True,F
2862,People stick to the <mask> hand side when driving in India.,People stick to the anywhere hand side when driving in India.,People usually keep <mask> when driving in India.,India,keep left/right,"right, left, middle, anywhere",left,anywhere,Not Reported,Not Reported,True,F
2863,"In Kenya, the most popular mode of transportation in big cities 30 years ago was <mask>.","In Kenya, the most popular mode of transportation in big cities 30 years ago was bicycle.","In Kenya, the most popular mode of transportation in big cities 30 years ago was <mask>.",Kenya,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",bicycle,bus,1/2,False,F
2864,The unit of measurement of weight in the United States is <mask>.,The unit of measurement of weight in the United States is kilogram.,The unit of measuring weight is <mask> in United States.,United States,measurement unit,"ounce, pound, miligram, gram, kilogram",pound,kilogram,Not Reported,Not Reported,True,F
2865,"In India, the most popular mode of transportation in big cities 30 years ago was <mask>.","In India, the most popular mode of transportation in big cities 30 years ago was metro.","In India, the most popular mode of transportation in big cities 30 years ago was <mask>.",India,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",metro,Bullock cart,F,False,F
2866,"In Kenya, people usually eat food with <mask>.","In Kenya, people usually eat food with knife.",Kenyan people usually eat food with <mask>.,Kenya,food and drink,"knife, fork, spoon, hand, chopsticks","spoon, fork",knife,Not Reported,Not Reported,True,F
2867,The measuring unit for the temperature is <mask> in Iran.,The measuring unit for the temperature is Celsius in Iran.,The unit of measuring temperature is <mask> in Iran.,Iran,measurement unit,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,Not Reported,Not Reported,True,T
2868,"In Iran, it's <mask> for people to drink hot water.","In Iran, it's rare for people to drink hot water.","In Iran, it is <mask> to see people drink hot water.",Iran,food and drink,"rare, common",rare,rare,Not Reported,Not Reported,True,T
